m121;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français
m122;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English
m123;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL
m124;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC
m125;50Hz;50hz;50hz;50Hz;50Hz;50hz;50hz;50hz;58hz;59hz;50hz;61hz;62hz;63hz;64hz;50 Гц;66hz;67hz;68hz;69hz;70hz;71hz
m126;60Hz;60hz;60hz;60Hz;60Hz;60hz;60hz;60hz;68hz;69hz;60hz;71hz;72hz;73hz;74hz;60 Гц;76hz;77hz;78hz;79hz;80hz;81hz
m127;关;關;オフにし;오프;Off;Off;Aus;OFF;关;关;Apagado;关;关;关;关;Выкл.;关;关;关;关;关;关
m128;自动;自動;自動;자동;Auto;Auto;Auto;Automatico;自动;自动;Encendido;自动;自动;自动;自动;Авто;自动;自动;自动;自动;自动;自动
m129;3分钟;3分鐘;3微小な;3 분;3 Minute;3 Mins;3 Minute;3 Min;11分钟;12分钟;3 Min;14分钟;15分钟;16分钟;17分钟;3 минуты ;19分钟;20分钟;21分钟;22分钟;23分钟;24分钟
m130;5分钟;5分鐘;5微小な;5 분;5 Minutes;5 Mins;5 Minute;5 Min;13分钟;14分钟;5 Min;16分钟;17分钟;18分钟;19分钟;5 минут;21分钟;22分钟;23分钟;24分钟;25分钟;26分钟
m131;10分钟;10分鐘;10分;10 분;10 Minutes;10 Mins;10 Min;10 Min;18分钟;19分钟;10 Min;21分钟;22分钟;23分钟;24分钟;10 минут ;26分钟;27分钟;28分钟;29分钟;30分钟;31分钟
m132;高;高;高い;고;High;Supérieur;Hoch;Alta;高;高;Alta;高;高;高;高;Высокое ;高;高;高;高;高;高
m133;中;中;で;중간;Medium;Moyen;Mittel;Media;中;中;Media;中;中;中;中;Среднее ;中;中;中;中;中;中
m134;低;低;低い;낮은;Low;Faible;Gering;Bassa;低;低;Baja;低;低;低;低;Низкое;低;低;低;低;低;低
m135;内存;內建記憶體;内部メモリー;내 사과 메모리;lnternal Memory;Memoire lnterne;Interner Speicher;Memoria lnterna;内存;内存;Memoria lnterna;内存;内存;内存;内存;Внутренний накопитель;内存;内存;内存;内存;内存;内存
m136;SD卡;記憶卡;SDカード;SD 카드;SD Card;Carte SD;SD Karte;Scheda SD;SD卡;SD卡;Tarjeta SD;SD卡;SD卡;SD卡;SD卡;SD-карта ;SD卡;SD卡;SD卡;SD卡;SD卡;SD卡
m137;开始录像;开始录像;からビデオ;부터 비디오;Start the video;Vidéo à;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;Начать запись;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像
m138;保存录像;保存录像;保存ビデオ;보존 비디오;Save the video;Vidéo de conservation;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;Сохранить запись ;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像
m139;存储器;存儲器;マスストレージ;대용량 저장 장치;Mass Storage;mémoire;Speicher;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Накопитель ;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage
m140;PC摄像;PC攝像;PCカメラ;카메라;PC Camera;PC vidéo;PC Fotoapparat;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;Камера РС;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera
m141;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB
m142;取消;取消;キャンセル;취소;cancel;supprimer;Abbrechen;取消;取消;取消;取消;取消;取消;取消;取消;Отмена ;取消;取消;取消;取消;取消;取消
m143;确认;确认;確認してください;확인;ok;reconnaît;bestätigen;确认;确认;确认;确认;确认;确认;确认;确认;Ок ;确认;确认;确认;确认;确认;确认
m144;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;Корейский ;한글;한글;한글;한글;한글;한글
m145;恢复默认设置 ?;恢復默認設置?;デフォルトに戻します;기본 설정을 복원 ?;Restore Default;Rétablir incorporées;Standard wiederherstellen;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;Восстановить настройки;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置
m146;删除所有数据 ?;刪除所有數據?;すべて削除;모든 데이터가 삭제됩니다 ?;Delete all data;Supprimer toutes les données;Alle Daten löschen;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;Удалить все данные;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据
m147;删除当前文件 ?;删除当前文件?;現在ファイル削除;이 지우기 ?;Erase This ?;La suppression du présent document;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;Стереть это?;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件
m148;删除所有文件 ?;删除所有文件?;すべてのファイルを削除;모든 데이터를 삭제;Erase All images ?;Supprimer tous les documents;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?;删除所有文件;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?;Стереть все изображения? ;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?;모든 이미지를 삭제 ?;Erase All images ?
m149;请稍候;请稍候;少々お待ちください;잠시 기다려주십시오;Please Wait;Demande un;Bitte warten;请稍候;잠시 기다려주십시오;Please Wait;请稍候;请稍候;请稍候;잠시 기다려주십시오;Please Wait;Пожалуйста, подождите ;请稍候;请稍候;잠시 기다려주십시오;Please Wait;잠시 기다려주십시오;Please Wait
m150;再见;再见;さようなら;안녕;Goodbye;Au revoir;再见;再见;再见;再见;再见;再见;再见;再见;再见;До свиданья ;再见;再见;再见;再见;再见;再见
m151;电量不足;电量不足;ローバッテリー;전기 의 부족;Low Battery;Manque d’électricité;niedrige Batterie;电量不足;전기 의 부족;Low Battery;电量不足;电量不足;电量不足;전기 의 부족;Low Battery;Низкий заряд ;电量不足;电量不足;전기 의 부족;Low Battery;电量不足;电量不足
m152;没有文件;没有文件;ファイルなし;어떤 파일이 없습니다;No File;Pas de documentation;keine Dateien;没有文件;어떤 파일이 없습니다;No File;没有文件;没有文件;没有文件;어떤 파일이 없습니다;No File;Нет файлов;没有文件;没有文件;어떤 파일이 없습니다;No File;没有文件;没有文件
m153;内存错误;内存错误;ラムの過ち;메모리 오류;Card err;Erreur du quartier général de la;内存错误;内存错误;메모리 오류;Card err;内存错误;内存错误;内存错误;메모리 오류;Card err;Ошибка карты;内存错误;内存错误;메모리 오류;Card err;内存错误;内存错误
m154;存储器;存储器;メモリー;메모리;memory;mémoire;存储器;存储器;메모리;memory;存储器;存储器;存储器;메모리;memory;Память;存储器;存储器;메모리;memory;存储器;存储器
m155;没有照片;没有照片;写真がない;이미지 없음;NO Image;Pas de photographie;没有照片;没有照片;이미지 없음;NO Image;没有照片;没有照片;没有照片;이미지 없음;NO Image;Нет изображений;没有照片;没有照片;이미지 없음;NO Image;没有照片;没有照片
m156;存储器;存储器;メモリー;대용량 저장 장치;Mass Storage;mémoire;存储器;存储器;대용량 저장 장치;Mass Storage;存储器;存储器;存储器;대용량 저장 장치;Mass Storage;Накопитель ;存储器;存储器;대용량 저장 장치;Mass Storage;存储器;存储器
m157;存储空间不足;存儲空間不足;収納スペースの不足;디스크 공간 부족;Lack of space;Le manque d'espace de stockage;Zu wenig Speicherplatz;La mancanza di spazio;Gebrek aan opslagruimte;A falta de espaço de armazenamento;La falta de espacio de almacenamiento;Brist på lagringsutrymme;Nedostatek úložného prostoru;Insufficient Disk Space;Brak miejsca;Нехватка места ;Insufficient Disk Space;Insufficient Disk Space;ขาดของพื้นที่จัดเก็บ;Insufficient Disk Space;Insufficient Disk Space;디스크 공간 부족
m158;请格式化卡;請格式化卡;フォーマット;카드를 포맷하십시오;Please format the card;Please format the card;Formatieren Sie die Karte;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Пожалуйста, отформатируйте карту;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card
m159;请插入SD卡;请插入SD卡;sdカードを挿入してください;SD 카드를 삽입 하십시오;Insert SD Card;Insert SD Karten;Einsetzen einer SD-Karte;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card;请插入SD卡;请插入SD卡;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card;Пожалуйста, вставьте SD-карту;请插入SD卡;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card;请插入SD卡;请插入SD卡
m160;取消;取消;キャンセル;취소;Cancel;supprimer;取消;取消;取消;取消;取消;取消;取消;取消;取消;Отмена ;取消;取消;取消;取消;取消;取消
m161;确认;確認;確認する;확인;Confirm;reconnaît;确认;确认;确认;确认;确认;确认;确认;确认;确认;Подтвердить ;确认;确认;确认;确认;确认;确认
m162;正在删除文件...;正在删除文件...;ファイルを削除している...;삭 제하 고 있 는데 문서...;Deleting the file...;Le document était en voie d’être supprimée...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;Удаление файла…;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...
m163;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P
m164;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P
m165;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA
m166;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2М;2M;2M;2M;2M;2M;2M
m167;恢复出厂设置成功，重启中...;恢复出厂设置成功，重启中...;設定を再開...;회복 중인 것 으로 알 려 진 공장도 에 설치 된 다;Resuming settings,resetting...;Chaque reprend son cours…;Wiederaufnahme…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;Возобновление настройки, перенастройка…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…
m168;正在格式化…;正在格式化…;フォーマット…;중 범죄수사 드라마 csi…;Formatting…;Présentation en…;Formatieren…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;Форматирование…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…
m169;正在删除全部文件…;正在删除全部文件…;すべてのファイルを削除している…;삭 제하 고 있 는데 모두 문건 이다…;Deleting all files…;Tous les documents était en voie d’être supprimée…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;Удаление всех файлов…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…
m170;10秒;10秒;10S;10S;10 Second;10S;10zweite;10秒;10秒;10秒;10秒;10秒;10秒;10秒;10秒;10 секунд;10秒;10秒;10秒;10秒;10秒;10秒
m171;20秒;20秒;20S;20S;20 Second;20S;20zweite;20秒;20秒;20秒;20秒;20秒;20秒;20秒;20秒;20 секунд;20秒;20秒;20秒;20秒;20秒;20秒
m172;30秒;30秒;30S;30S;30 Second;30S;30zweite;30秒;30秒;30秒;30秒;30秒;30秒;30秒;30秒;30 секунд ;30秒;30秒;30秒;30秒;30秒;30秒
m173;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1 М ;1M;1M;1M;1M;1M;1M
m174;录音;錄音;記録;녹음;Recording;En cliquant sur “ programme quotidien;Aufzeichnung;錄音;錄音;錄音;錄音;錄音;錄音;錄音;錄音;Запись ;錄音;錄音;錄音;錄音;錄音;錄音
m175;停车守卫;停車守衛;ガード付き駐車場;주차 수비;Parking Guard;parking surveillé;Parkplatz-Monitor;parcheggio custodito;bewaakt parkeren;parque com vigilância;estacionamiento con vigilancia;parkering med vakt;hlídané parkoviště;停车守卫;parking strzeżony;Охрана при парковке;停车守卫;停车守卫;ที่จอดรถแบบมีคนดูแล;停车守卫;停车守卫;停车守卫
m176;录像模式;錄像模式;記録方式;비디오 모델;REC_mode;Modèle vidéo;Kameramodus;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;Режим записи  ;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式
m177;坏损文件;壞損文件;破損ファイル;나 쁜 훼손시키다 문서; Damaged File; Damaged File;beschädigte Datei; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File;Поврежденный файл ; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File
m178;常用设置;常用設置;共通設定;일반 설정;Common Settings;Common Settings;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Общие настройки ;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen
m179;风格偏好;風格偏好;スタイル設定;스타일 환경 설정;Style preferences;Style preferences;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Предпочитаемый стиль;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen
m180;安全辅助;安全輔助;安全補助;안전 보조;Safety aids;Safety aids;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Обеспечение безопасности;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel
m181;系统设置;系統設置;システム設定;시스템 설정;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;Настройки системы ;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings
m182;延时摄影;延時攝影;コマ撮り写真;시간 경과 사진;Time-lapse Photography;Time-lapse Photography;Time-Lapse Fotografie;Fotografia time-lapse;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;Покадровая съемка ;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影
m183;慢动作;慢動作;スローモーション;슬로우 모션;Slow motion;Slow motion;Zeitlupe;Slow motion;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作;Замедление ;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作
m184;自拍;自拍;セルフ タイマー;셀프 타이머;Self timer;Retardateur;Selbstauslöser;自拍;自拍;自拍;自拍;自拍;自拍;自拍;自拍;Автоспуск ;自拍;自拍;自拍;自拍;自拍;自拍
m185;连拍;連拍;連続撮影;연속 촬영;Continuous shooting;Continu de tir;Kontinuierliche Aufnahme;连拍;连拍;连拍;连拍;连拍;连拍;连拍;连拍;Непрерывная съемка ;连拍;连拍;连拍;连拍;连拍;连拍
m186;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
m187;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
m188;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
m189;拍照设置;拍照設置;写真セット;사진 세트;Photo sets;Jeux de photo;Foto-Sätze;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;Фотосеты;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置
m190;720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS)
m191;720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS)
m192;VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS);VGA(60FPS)
m193;夜视增强;夜視增強;ナイト ビジョン強化;밤 비전 향상;Night vision enhancement;Amélioration de la vision nuit;Nacht-Vision-Verbesserung;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强;Улучшение ночного виденья;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强;夜视增强
m194;APP正在浏览中…;APP正在瀏覽中…;におけるAPPの閲覧…;APP 에서 찾아보기…;APP is browsing…;APP is browsing…;APP is browsing…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;Приложение считывает данные..;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…;APP正在浏览中…
m195;VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS);VGA(30FPS)
m196;固件升级中…;固件升級中…;ファームウェアのアップグレード;펌웨어 업그레이드;Firmware is upgrading…;Mise à jour firmware;Firmware-upgrade;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;Обновление прошивки…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…;固件升级中…
m197;固件升级失败…;固件升級失敗…;ファームウェアのアップグレードの失敗;펌웨어 업그레이드 실패;Firmware upgrade failed…;Mise à jour a échoué;Firmware-Aktualisierung fehlgeschlagen;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;Не удалось обновить прошивку…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…;固件升级失败…
m198;双路录像;双路录像;ダブル路ビデオ;더블 종로 비디오;Dual Camera;Vidéo à road;双路录像;双路录像;双路录像;双路录像;双路录像;双路录像;双路录像;双路录像;双路录像;Двойная камера;双路录像;双路录像;双路录像;双路录像;双路录像;双路录像
m199;间隔录像;间隔录像;间隔ビデオ;간격 으로 비디오;Interval Record;Vidéo entre;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;Запись через интервал;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像;间隔录像
m200;高动态范围;高动态范围;高动态範囲;높 은 동태 범위;High Dynamic Range;Une gamme dynamique de;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;Большой динамический диапазон;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围;高动态范围
m201;车牌号码;车牌号码;ナンバー;번호 를;Car Number;Plaques d’immatriculation;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;Номер машины ;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码;车牌号码
m202;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2;+2
m203;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3;+5/3
m204;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3;+4/3
m205;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1;+1
m206;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3;+2/3
m207;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3;+1/3
m208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
m209;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3;-1/3
m210;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3;-2/3
m211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
m212;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3;-4/3
m213;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3;-5/3
m214;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2
m215;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100ms;100 мс;100ms;100ms;100ms;100ms;100ms;100ms
m216;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200ms;200 мс;200ms;200ms;200ms;200ms;200ms;200ms
m217;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500ms;500 мс;500ms;500ms;500ms;500ms;500ms;500ms
m218;单拍;单拍;単撮影;단 찍;Single shot;Taper à;单拍;单拍;单拍;单拍;单拍;单拍;单拍;单拍;单拍;Один кадр;单拍;单拍;单拍;单拍;单拍;单拍
m219;2秒定时;2秒定时;2秒時限;2 초 정시;2s Delay;2s;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2-секундная задержка;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时;2秒定时
m220;5秒定时;5秒定时;5秒時限;5 초 정시;5s Delay;5s;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5-секундная задержка;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时;5秒定时
m221;10秒定时;10秒定时;10秒時限;10 초 정시;10s Delay;10s;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10-секундная задержка;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时;10秒定时
m222;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
m223;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Португальский;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese;Portuguese
m224;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA
m225;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M;1.3M
m226;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M
m227;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M
m228;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M;5M
m229;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M
m230;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M;10M
m231;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M;12M
m232;京;京;京;京;京;京;京;京;京;京;京;京;京;京;京;Пекин;京;京;京;京;京;京
m233;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;宁;Нинся;宁;宁;宁;宁;宁;宁
m234;川;川;川;川;川;川;川;川;川;川;川;川;川;川;川;Сычуань;川;川;川;川;川;川
m235;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;沪;Шанхай;沪;沪;沪;沪;沪;沪
m236;津;津;津;津;津;津;津;津;津;津;津;津;津;津;津;Тяньцзинь;津;津;津;津;津;津
m237;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;浙;Чжэцзян;浙;浙;浙;浙;浙;浙
m238;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;渝;Чунцин;渝;渝;渝;渝;渝;渝
