m116;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย;ภาษาไทย
m117;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文
m118;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano
m119;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch
m120;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol
m121;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français;français
m122;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English;English
m123;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL ;PAL;PAL;PAL;PAL;PAL;PAL
m124;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC ;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC
m125;50Hz;50hz;50hz;50Hz;50Hz;50hz;50hz;50hz;58hz;59hz;50hz;61hz;62hz;63hz;64hz;50 Гц ;66hz;67hz;68hz;69hz;70hz;71hz
m126;60Hz;60hz;60hz;60Hz;60Hz;60hz;60hz;60hz;68hz;69hz;60hz;71hz;72hz;73hz;74hz;60 Гц ;76hz;77hz;78hz;79hz;80hz;81hz
m127;关;ปิด;Off;오프;Off;Off;Aus;OFF;关;关;Apagado;关;关;关;关;выкл.;关;关;关;关;关;关
m128;自动;โดยอัตโนมัติ;Auto;자동;Auto;Auto;Auto;Automatico;自动;自动;Encendido;自动;自动;自动;自动;Авто ;自动;自动;自动;自动;自动;自动
m129;3分钟;3 นาที;3 Phút;3 분;3 Minute;3 Mins;3 Minute;3 Min;11分钟;12分钟;3 Min;14分钟;15分钟;16分钟;17分钟;3 мин.;19分钟;20分钟;21分钟;22分钟;23分钟;24分钟
m130;5分钟;5 นาที;5 Phút;5 분;5 Minutes;5 Mins;5 Minute;5 Min;13分钟;14分钟;5 Min;16分钟;17分钟;18分钟;19分钟;5 мин.;21分钟;22分钟;23分钟;24分钟;25分钟;26分钟
m131;10分钟;10 นาที;10 Phút;10 분;10 Minutes;10 Mins;10 Min;10 Min;18分钟;19分钟;10 Min;21分钟;22分钟;23分钟;24分钟;10 мин.;26分钟;27分钟;28分钟;29分钟;30分钟;31分钟
m132;高;สูง;Cao;고;High;Supérieur;Hoch;Alta;高;高;Alta;高;高;高;高;высокий ;高;高;高;高;高;高
m133;中;ใน;Trung bình;중간;Medium;Moyen;Mittel;Media;中;中;Media;中;中;中;中;в ;中;中;中;中;中;中
m134;低;ต่ำ;Thấp;낮은;Low;Faible;Gering;Bassa;低;低;Baja;低;低;低;低;низкий ;低;低;低;低;低;低
m135;内存;ที่สร้างขึ้นในหน่วยความจำ;Bộ nhớ trong;내 사과 메모리;lnternal Memory;Memoire lnterne;Interner Speicher;Memoria lnterna;内存;内存;Memoria lnterna;内存;内存;内存;内存;lnternal памяти ;内存;内存;内存;内存;内存;内存
m136;SD卡;การ์ดหน่วยความจํา;Thẻ nhớ;SD 카드;SD Card;Carte SD;SD Karte;Scheda SD;SD卡;SD卡;Tarjeta SD;SD卡;SD卡;SD卡;SD卡;Sd - карта;SD卡;SD卡;SD卡;SD卡;SD卡;SD卡
m137;开始录像;เริ่มต้นการบันทึกวิดีโอ;Bắt đầu quay;부터 비디오;Start the video;Vidéo à;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像;начать запись ;开始录像;开始录像;开始录像;开始录像;开始录像;开始录像
m138;保存录像;บันทึกวิดีโอ;Lưu video;보존 비디오;Save the video;Vidéo de conservation;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像; сохранить  видео;保存录像;保存录像;保存录像;保存录像;保存录像;保存录像
m139;存储器;หน่วยความจำ;Bộ nhơ;대용량 저장 장치;Mass Storage;mémoire;Speicher;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;память ;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage;Mass Storage
m140;PC摄像;พีซีกล้อง;PC Camera;카메라;PC Camera;PC vidéo;PC Fotoapparat;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera; PC  камера;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera;PC Camera
m141;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB;USB
m142;取消;การยกเลิก;Hủy;취소;cancel;supprimer;Abbrechen;取消;取消;取消;取消;取消;取消;取消;取消;отменить ;取消;取消;取消;取消;取消;取消
m143;确认;การยืนยัน;ok;확인;ok;reconnaît;bestätigen;确认;确认;确认;确认;确认;确认;确认;确认; подтвердить;确认;确认;确认;确认;确认;确认
m144;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;한글;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m145;恢复默认设置 ?;เรียกคืนค่าปริยาย？;Quay về mặc định;기본 설정을 복원 ?;Restore Default;Rétablir incorporées;Standard wiederherstellen;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;восстановить настройки по умолчанию ;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;恢复默认设置;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m146;删除所有数据 ?;ลบข้อมูลทั้งหมด？;Xóa hết dữ liệu;모든 데이터가 삭제됩니다 ?;Delete all data;Supprimer toutes les données;Alle Daten löschen;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据; Удалить все  данные ;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;删除所有数据;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m147;删除当前文件 ?;ลบแฟ้มปัจจุบัน？;Xóa cái này?;이 지우기 ?;Erase This ?;La suppression du présent document;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件; Удалить  текущий файл ;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;删除当前文件;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m148;删除所有文件 ?;ลบไฟล์ทั้งหมดที่？;Xóa hết hình ảnh;모든 데이터를 삭제;Erase All images ?;Supprimer tous les documents;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?;删除所有文件;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?; Удалить все файлы ;删除所有文件;删除所有文件;모든 이미지를 삭제 ?;Erase All images ?;모든 이미지를 삭제 ?;Erase All images ?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m149;请稍候;โปรดรอสักครู่;Vui lòng đợi;잠시 기다려주십시오;Please Wait;Demande un;Bitte warten;请稍候;잠시 기다려주십시오;Please Wait;请稍候;请稍候;请稍候;잠시 기다려주십시오;Please Wait; Пожалуйста, подождите ;请稍候;请稍候;잠시 기다려주십시오;Please Wait;잠시 기다려주십시오;Please Wait;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m150;再见;ลาก่อน;Tạm biệt;안녕;Goodbye;Au revoir;再见;再见;再见;再见;再见;再见;再见;再见;再见; До свидания ;再见;再见;再见;再见;再见;再见;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m151;电量不足;แบตเตอรี่ต่ำ;Pin yếu;전기 의 부족;Low Battery;Manque d’électricité;niedrige Batterie;电量不足;전기 의 부족;Low Battery;电量不足;电量不足;电量不足;전기 의 부족;Low Battery; нехватка электроэнергии ;电量不足;电量不足;전기 의 부족;Low Battery;电量不足;电量不足;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m152;没有文件;ไม่มีไฟล์;Không có tệp;어떤 파일이 없습니다;No File;Pas de documentation;keine Dateien;没有文件;어떤 파일이 없습니다;No File;没有文件;没有文件;没有文件;어떤 파일이 없습니다;No File; Нет файлов ;没有文件;没有文件;어떤 파일이 없습니다;No File;没有文件;没有文件;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m153;内存错误;ข้อผิดพลาดของหน่วยความจำ;Lỗi thẻ;메모리 오류;Card err;Erreur du quartier général de la;内存错误;内存错误;메모리 오류;Card err;内存错误;内存错误;内存错误;메모리 오류;Card err; памяти ошибка ;内存错误;内存错误;메모리 오류;Card err;内存错误;内存错误;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m154;存储器;หน่วยความจำ;Bộ nhớ;메모리;memory;mémoire;存储器;存储器;메모리;memory;存储器;存储器;存储器;메모리;memory; память ;存储器;存储器;메모리;memory;存储器;存储器;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m155;没有照片;ไม่มีรูป;Không có ảnh;이미지 없음;NO Image;Pas de photographie;没有照片;没有照片;이미지 없음;NO Image;没有照片;没有照片;没有照片;이미지 없음;NO Image; Нет фотографии ;没有照片;没有照片;이미지 없음;NO Image;没有照片;没有照片;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m156;存储器;หน่วยความจำ;Kho lưu trữ;대용량 저장 장치;Mass Storage;mémoire;存储器;存储器;대용량 저장 장치;Mass Storage;存储器;存储器;存储器;대용량 저장 장치;Mass Storage; память;存储器;存储器;대용량 저장 장치;Mass Storage;存储器;存储器;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m157;存储空间不足;พื้นที่จัดเก็บไม่เพียงพอ;Thiếu bộ nhớ;디스크 공간 부족;Lack of space;Le manque d'espace de stockage;Zu wenig Speicherplatz;La mancanza di spazio;Gebrek aan opslagruimte;A falta de espaço de armazenamento;La falta de espacio de almacenamiento;Brist på lagringsutrymme;Nedostatek úložného prostoru;Insufficient Disk Space;Brak miejsca;недостаточно места для хранения ;Insufficient Disk Space;Insufficient Disk Space;ขาดของพื้นที่จัดเก็บ;Insufficient Disk Space;Insufficient Disk Space;디스크 공간 부족;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m158;请格式化卡;กรุณาจัดรูปแบบบัตร;Vui lòng định dạng thẻ;카드를 포맷하십시오;Please format the card;Please format the card;Formatieren Sie die Karte;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card; Пожалуйста,  форматирование  карты ;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;Please format the card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m159;请插入SD卡;กรุณาใส่การ์ด SD;Vui lòng lắp thẻ nhớ;SD 카드를 삽입 하십시오;Please Insert SD Card;Insert SD Karten;Einsetzen einer SD-Karte;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card;请插入SD卡;请插入SD卡;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card; Просьба включить  sd ;请插入SD卡;请插入SD卡;SD 카드를 삽입 하십시오;Please Insert SD Card;请插入SD卡;请插入SD卡;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m160;取消;การยกเลิก;Hủy;취소;Cancel;supprimer;取消;取消;取消;取消;取消;取消;取消;取消;取消; отменить ;取消;取消;取消;取消;取消;取消
m161;确认;การยืนยัน;Xác nhận;확인;Confirm;reconnaît;确认;确认;确认;确认;确认;确认;确认;确认;确认; подтвердить ;确认;确认;确认;确认;确认;确认
m162;正在删除文件...;ลบไฟล์ . . . ;Đang xóa tệp…;삭 제하 고 있 는데 문서...;Deleting the file...;Le document était en voie d’être supprimée...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...; Удалить  файл...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...;正在删除文件...
m163;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P;1080P
m164;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P;720P
m165;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA;VGA
m166;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M
m167;恢复出厂设置成功，重启中...;เรียกคืนการตั้งค่าโรงงานที่ประสบความสําเร็จในการรีสตาร์ท . . . . . . .;Đang khôi phục cài đặt, đang cài đặt lại…;회복 중인 것 으로 알 려 진 공장도 에 설치 된 다;Resuming settings,resetting...;Chaque reprend son cours…;Wiederaufnahme…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;В настоящее время  восстановить заводские настройки  ... ;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…;正在恢复出厂设置…
m168;正在格式化…;การจัดรูปแบบ ...;Đang định dạng…;중 범죄수사 드라마 csi…;Formatting…;Présentation en…;Formatieren…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…; Форматирование  ... ;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…;正在格式化…
m169;正在删除全部文件…;จะลบไฟล์ทั้งหมด …;Đang xóa hết tệp…;삭 제하 고 있 는데 모두 문건 이다…;Deleting all files…;Tous les documents était en voie d’être supprimée…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…; Удалить  все  файлы...;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…;正在删除全部文件…
m170;10秒;10 seconds;10 Giây;10S;10 Second;10S;10zweite;10秒;10秒;10秒;10秒;10秒;10秒;10秒;10秒;10  секунд ;10秒;10秒;10秒;10秒;10秒;10秒
m171;20秒;20 seconds;20 Giây;20S;20 Second;20S;20zweite;20秒;20秒;20秒;20秒;20秒;20秒;20秒;20秒; 20 секунд ;20秒;20秒;20秒;20秒;20秒;20秒
m172;30秒;;30 Giây;30S;30 Second;30S;30zweite;30秒;30秒;30秒;30秒;30秒;30秒;30秒;30秒; 30 секунд;30秒;30秒;30秒;30秒;30秒;30秒
m173;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M;1M
m174;录音;บันทึกเสียง;Đang ghi;녹음;Recording;enregistrer sur bande;Aufzeichnung;錄音;錄音;錄音;錄音;錄音;錄音;錄音;錄音;запись;錄音;錄音;錄音;錄音;錄音;錄音
m175;停车守卫;ที่จอดรถรปภ;Trông xe;주차 수비;Parking Guard;parking surveillé;Parkplatz-Monitor;parcheggio custodito;bewaakt parkeren;parque com vigilância;estacionamiento con vigilancia;parkering med vakt;hlídané parkoviště;停车守卫;parking strzeżony;Парковка  охранников;停车守卫;停车守卫;ที่จอดรถแบบมีคนดูแล;停车守卫;停车守卫;停车守卫
m176;录像模式;โหมดการบันทึกวิดีโอ;Chế độ ghi;비디오 모델;REC_mode;Modèle vidéo;Kameramodus;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式;видео  в режиме ;录像模式;录像模式;录像模式;录像模式;录像模式;录像模式
m177;坏损文件;แตกไฟล์;Tệp bị lỗi;나 쁜 훼손시키다 문서; Damaged File; Damaged File;beschädigte Datei; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; поврежденных  файлов ; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File; Damaged File
m178;常用设置;การตั้งค่าทั่วไป;Cài đặt chung;일반 설정;Common Settings;Common Settings;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen; Общие настройки ;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen;Allgemeine Einstellungen
m179;风格偏好;ชอบรูปแบบ;Kiểu ưa thích;스타일 환경 설정;Style preferences;Style preferences;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen; стиль предпочтения ;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen;Stilpräferenzen
m180;安全辅助;ช่วยเซฟ;Trợ giúp an toàn;안전 보조;Safety aids;Safety aids;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel; Безопасности помощь ;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel;Sicherheitshilfsmittel
m181;系统设置;การตั้งค่าระบบ;Thiết lập hệ thống;시스템 설정;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings; Настройки системы ;System Settings;System Settings;System Settings;System Settings;System Settings;System Settings
m182;延时摄影;เวลาล่วงเลยภาพถ่าย;Chụp ảnh time-lapse;시간 경과 사진;Time-lapse Photography;Time-lapse Photography;Time-Lapse Fotografie;Fotografia time-lapse;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影; замедленная киносъёмка ;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影;延时摄影
m183;慢动作;ในการเคลื่อนไหวช้า;Chụp chuyển động chậm;슬로우 모션;Slow motion;Slow motion;Zeitlupe;Slow motion;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作; медленный ;慢动作;慢动作;慢动作;慢动作;慢动作;慢动作
m184;自拍;ตัวจับเวลา;Tự hẹn giờ;셀프 타이머;Self timer;Retardateur;Selbstauslöser;自拍;自拍;自拍;自拍;自拍;自拍;自拍;自拍; автодин ;自拍;自拍;自拍;自拍;自拍;自拍
m185;连拍;ถ่ายภาพต่อเนื่อง;Chụp liên tục;연속 촬영;Continuous shooting;Continu de tir;Kontinuierliche Aufnahme;连拍;连拍;连拍;连拍;连拍;连拍;连拍;连拍; снимать;连拍;连拍;连拍;连拍;连拍;连拍
m186;3;3.000000;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
m187;5;5.000000;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
m188;10;10.000000;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
m189;拍照设置;การตั้งค่ากล้อง;Bộ ảnh;사진 세트;Photo sets;Jeux de photo;Foto-Sätze;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;фотографировать  настройки;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置;拍照设置
m190;720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS);720(60FPS)
m191;720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS);720(30FPS)
